"Area_Name","Area_Code","Area_Type","Sex","Age_group","Age_band_type","Year","Population","Data_type"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","20-24 years","5 years","2034",5297,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","25-29 years","5 years","2034",5857,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","30-34 years","5 years","2034",5881,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","35-39 years","5 years","2034",7441,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","40-44 years","5 years","2034",8440,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","45-49 years","5 years","2034",8745,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","5-9 years","5 years","2034",7724,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","50-54 years","5 years","2034",8836,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","55-59 years","5 years","2034",8116,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","60-64 years","5 years","2034",8366,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","65-69 years","5 years","2034",8224,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","70-74 years","5 years","2034",7244,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","75-79 years","5 years","2034",5616,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","80-84 years","5 years","2034",4510,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","85-89 years","5 years","2034",3678,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","90+ years","5 years","2034",2091,"Projected - ONS"
"West Sussex","E10000032","County","Female","0-4 years","5 years","2034",22324,"Projected - ONS"
"West Sussex","E10000032","County","Female","10-14 years","5 years","2034",25533,"Projected - ONS"
"West Sussex","E10000032","County","Female","15-19 years","5 years","2034",24899,"Projected - ONS"
"West Sussex","E10000032","County","Female","20-24 years","5 years","2034",20715,"Projected - ONS"
"West Sussex","E10000032","County","Female","25-29 years","5 years","2034",21713,"Projected - ONS"
"West Sussex","E10000032","County","Female","30-34 years","5 years","2034",21727,"Projected - ONS"
"West Sussex","E10000032","County","Female","35-39 years","5 years","2034",25752,"Projected - ONS"
"West Sussex","E10000032","County","Female","40-44 years","5 years","2034",29225,"Projected - ONS"
"West Sussex","E10000032","County","Female","45-49 years","5 years","2034",30586,"Projected - ONS"
"West Sussex","E10000032","County","Female","5-9 years","5 years","2034",24343,"Projected - ONS"
"West Sussex","E10000032","County","Female","50-54 years","5 years","2034",31433,"Projected - ONS"
"West Sussex","E10000032","County","Female","55-59 years","5 years","2034",29975,"Projected - ONS"
"West Sussex","E10000032","County","Female","60-64 years","5 years","2034",33055,"Projected - ONS"
"West Sussex","E10000032","County","Female","65-69 years","5 years","2034",35621,"Projected - ONS"
"West Sussex","E10000032","County","Female","70-74 years","5 years","2034",33364,"Projected - ONS"
"West Sussex","E10000032","County","Female","75-79 years","5 years","2034",27408,"Projected - ONS"
"West Sussex","E10000032","County","Female","80-84 years","5 years","2034",22332,"Projected - ONS"
"West Sussex","E10000032","County","Female","85-89 years","5 years","2034",18753,"Projected - ONS"
"West Sussex","E10000032","County","Female","90+ years","5 years","2034",11310,"Projected - ONS"
"West Sussex","E10000032","County","Male","0-4 years","5 years","2034",23391,"Projected - ONS"
"West Sussex","E10000032","County","Male","10-14 years","5 years","2034",26963,"Projected - ONS"
"West Sussex","E10000032","County","Male","15-19 years","5 years","2034",26700,"Projected - ONS"
"West Sussex","E10000032","County","Male","20-24 years","5 years","2034",22899,"Projected - ONS"
"West Sussex","E10000032","County","Male","25-29 years","5 years","2034",22692,"Projected - ONS"
"West Sussex","E10000032","County","Male","30-34 years","5 years","2034",21727,"Projected - ONS"
"West Sussex","E10000032","County","Male","35-39 years","5 years","2034",25337,"Projected - ONS"
"West Sussex","E10000032","County","Male","40-44 years","5 years","2034",28212,"Projected - ONS"
"West Sussex","E10000032","County","Male","45-49 years","5 years","2034",28813,"Projected - ONS"
"West Sussex","E10000032","County","Male","5-9 years","5 years","2034",25566,"Projected - ONS"
"West Sussex","E10000032","County","Male","50-54 years","5 years","2034",29441,"Projected - ONS"
"West Sussex","E10000032","County","Male","55-59 years","5 years","2034",27997,"Projected - ONS"
"West Sussex","E10000032","County","Male","60-64 years","5 years","2034",30822,"Projected - ONS"
"West Sussex","E10000032","County","Male","65-69 years","5 years","2034",32794,"Projected - ONS"
"West Sussex","E10000032","County","Male","70-74 years","5 years","2034",29918,"Projected - ONS"
"West Sussex","E10000032","County","Male","75-79 years","5 years","2034",23841,"Projected - ONS"
"West Sussex","E10000032","County","Male","80-84 years","5 years","2034",18566,"Projected - ONS"
"West Sussex","E10000032","County","Male","85-89 years","5 years","2034",14621,"Projected - ONS"
"West Sussex","E10000032","County","Male","90+ years","5 years","2034",7576,"Projected - ONS"
"Worthing","E07000229","District","Female","0-4 years","5 years","2034",2756,"Projected - ONS"
"Worthing","E07000229","District","Female","10-14 years","5 years","2034",2994,"Projected - ONS"
"Worthing","E07000229","District","Female","15-19 years","5 years","2034",2987,"Projected - ONS"
"Worthing","E07000229","District","Female","20-24 years","5 years","2034",2670,"Projected - ONS"
"Worthing","E07000229","District","Female","25-29 years","5 years","2034",2933,"Projected - ONS"
"Worthing","E07000229","District","Female","30-34 years","5 years","2034",2894,"Projected - ONS"
"Worthing","E07000229","District","Female","35-39 years","5 years","2034",3430,"Projected - ONS"
"Worthing","E07000229","District","Female","40-44 years","5 years","2034",3910,"Projected - ONS"
"Worthing","E07000229","District","Female","45-49 years","5 years","2034",4139,"Projected - ONS"
"Worthing","E07000229","District","Female","5-9 years","5 years","2034",2915,"Projected - ONS"
"Worthing","E07000229","District","Female","50-54 years","5 years","2034",4211,"Projected - ONS"
"Worthing","E07000229","District","Female","55-59 years","5 years","2034",4017,"Projected - ONS"
"Worthing","E07000229","District","Female","60-64 years","5 years","2034",4387,"Projected - ONS"
"Worthing","E07000229","District","Female","65-69 years","5 years","2034",4679,"Projected - ONS"
"Worthing","E07000229","District","Female","70-74 years","5 years","2034",4439,"Projected - ONS"
"Worthing","E07000229","District","Female","75-79 years","5 years","2034",3673,"Projected - ONS"
"Worthing","E07000229","District","Female","80-84 years","5 years","2034",2997,"Projected - ONS"
"Worthing","E07000229","District","Female","85-89 years","5 years","2034",2570,"Projected - ONS"
"Worthing","E07000229","District","Female","90+ years","5 years","2034",1688,"Projected - ONS"
"Worthing","E07000229","District","Male","0-4 years","5 years","2034",2873,"Projected - ONS"
"Worthing","E07000229","District","Male","10-14 years","5 years","2034",3096,"Projected - ONS"
"Worthing","E07000229","District","Male","15-19 years","5 years","2034",3150,"Projected - ONS"
"Worthing","E07000229","District","Male","20-24 years","5 years","2034",2834,"Projected - ONS"
"Worthing","E07000229","District","Male","25-29 years","5 years","2034",3080,"Projected - ONS"
"Worthing","E07000229","District","Male","30-34 years","5 years","2034",2996,"Projected - ONS"
"Worthing","E07000229","District","Male","35-39 years","5 years","2034",3427,"Projected - ONS"
"Worthing","E07000229","District","Male","40-44 years","5 years","2034",3784,"Projected - ONS"
"Worthing","E07000229","District","Male","45-49 years","5 years","2034",3766,"Projected - ONS"
"Worthing","E07000229","District","Male","5-9 years","5 years","2034",3002,"Projected - ONS"
"Worthing","E07000229","District","Male","50-54 years","5 years","2034",3795,"Projected - ONS"
"Worthing","E07000229","District","Male","55-59 years","5 years","2034",3660,"Projected - ONS"
"Worthing","E07000229","District","Male","60-64 years","5 years","2034",4026,"Projected - ONS"
"Worthing","E07000229","District","Male","65-69 years","5 years","2034",4354,"Projected - ONS"
"Worthing","E07000229","District","Male","70-74 years","5 years","2034",3906,"Projected - ONS"
"Worthing","E07000229","District","Male","75-79 years","5 years","2034",3116,"Projected - ONS"
"Worthing","E07000229","District","Male","80-84 years","5 years","2034",2403,"Projected - ONS"
"Worthing","E07000229","District","Male","85-89 years","5 years","2034",1966,"Projected - ONS"
"Worthing","E07000229","District","Male","90+ years","5 years","2034",1013,"Projected - ONS"
"Adur","E07000223","District","Female","0-4 years","5 years","2035",1816,"Projected - ONS"
"Adur","E07000223","District","Female","10-14 years","5 years","2035",1926,"Projected - ONS"
"Adur","E07000223","District","Female","15-19 years","5 years","2035",1816,"Projected - ONS"
"Adur","E07000223","District","Female","20-24 years","5 years","2035",1440,"Projected - ONS"
"Adur","E07000223","District","Female","25-29 years","5 years","2035",1646,"Projected - ONS"
"Adur","E07000223","District","Female","30-34 years","5 years","2035",1692,"Projected - ONS"
"Adur","E07000223","District","Female","35-39 years","5 years","2035",2021,"Projected - ONS"
"Adur","E07000223","District","Female","40-44 years","5 years","2035",2339,"Projected - ONS"
"Adur","E07000223","District","Female","45-49 years","5 years","2035",2363,"Projected - ONS"
"Adur","E07000223","District","Female","5-9 years","5 years","2035",1911,"Projected - ONS"
"Adur","E07000223","District","Female","50-54 years","5 years","2035",2367,"Projected - ONS"
"Adur","E07000223","District","Female","55-59 years","5 years","2035",2345,"Projected - ONS"
"Adur","E07000223","District","Female","60-64 years","5 years","2035",2493,"Projected - ONS"
"Adur","E07000223","District","Female","65-69 years","5 years","2035",2637,"Projected - ONS"
"Adur","E07000223","District","Female","70-74 years","5 years","2035",2450,"Projected - ONS"
"Adur","E07000223","District","Female","75-79 years","5 years","2035",2004,"Projected - ONS"
"Adur","E07000223","District","Female","80-84 years","5 years","2035",1574,"Projected - ONS"
"Adur","E07000223","District","Female","85-89 years","5 years","2035",1278,"Projected - ONS"
"Adur","E07000223","District","Female","90+ years","5 years","2035",645,"Projected - ONS"
"Adur","E07000223","District","Male","0-4 years","5 years","2035",1870,"Projected - ONS"
"Adur","E07000223","District","Male","10-14 years","5 years","2035",2080,"Projected - ONS"
"Adur","E07000223","District","Male","15-19 years","5 years","2035",2059,"Projected - ONS"
"Adur","E07000223","District","Male","20-24 years","5 years","2035",1689,"Projected - ONS"
"Adur","E07000223","District","Male","25-29 years","5 years","2035",1786,"Projected - ONS"
"Adur","E07000223","District","Male","30-34 years","5 years","2035",1733,"Projected - ONS"
"Adur","E07000223","District","Male","35-39 years","5 years","2035",2034,"Projected - ONS"
"Adur","E07000223","District","Male","40-44 years","5 years","2035",2263,"Projected - ONS"
"Adur","E07000223","District","Male","45-49 years","5 years","2035",2280,"Projected - ONS"
"Adur","E07000223","District","Male","5-9 years","5 years","2035",1978,"Projected - ONS"
"Adur","E07000223","District","Male","50-54 years","5 years","2035",2239,"Projected - ONS"
"Adur","E07000223","District","Male","55-59 years","5 years","2035",2108,"Projected - ONS"
"Adur","E07000223","District","Male","60-64 years","5 years","2035",2275,"Projected - ONS"
"Adur","E07000223","District","Male","65-69 years","5 years","2035",2376,"Projected - ONS"
"Adur","E07000223","District","Male","70-74 years","5 years","2035",2218,"Projected - ONS"
"Adur","E07000223","District","Male","75-79 years","5 years","2035",1710,"Projected - ONS"
"Adur","E07000223","District","Male","80-84 years","5 years","2035",1344,"Projected - ONS"
"Adur","E07000223","District","Male","85-89 years","5 years","2035",1041,"Projected - ONS"
"Adur","E07000223","District","Male","90+ years","5 years","2035",534,"Projected - ONS"
"Arun","E07000224","District","Female","0-4 years","5 years","2035",3812,"Projected - ONS"
"Arun","E07000224","District","Female","10-14 years","5 years","2035",4224,"Projected - ONS"
"Arun","E07000224","District","Female","15-19 years","5 years","2035",4337,"Projected - ONS"
"Arun","E07000224","District","Female","20-24 years","5 years","2035",4050,"Projected - ONS"
"Arun","E07000224","District","Female","25-29 years","5 years","2035",3921,"Projected - ONS"
"Arun","E07000224","District","Female","30-34 years","5 years","2035",3715,"Projected - ONS"
"Arun","E07000224","District","Female","35-39 years","5 years","2035",4132,"Projected - ONS"
"Arun","E07000224","District","Female","40-44 years","5 years","2035",4681,"Projected - ONS"
"Arun","E07000224","District","Female","45-49 years","5 years","2035",5118,"Projected - ONS"
"Arun","E07000224","District","Female","5-9 years","5 years","2035",4019,"Projected - ONS"
"Arun","E07000224","District","Female","50-54 years","5 years","2035",5389,"Projected - ONS"
"Arun","E07000224","District","Female","55-59 years","5 years","2035",5682,"Projected - ONS"
"Arun","E07000224","District","Female","60-64 years","5 years","2035",6851,"Projected - ONS"
"Arun","E07000224","District","Female","65-69 years","5 years","2035",8131,"Projected - ONS"
"Arun","E07000224","District","Female","70-74 years","5 years","2035",8208,"Projected - ONS"
"Arun","E07000224","District","Female","75-79 years","5 years","2035",6726,"Projected - ONS"
